ID,Nama Pelanggan,Tanggal Pembelian,Jumlah Pembelian
T02260,Ilham,7/26/2024,993.63
T02261,Gina,7/1/2024,707.57
T02262,Fahmi,10/11/2024,911.17
T02263,Hani,5/12/2024,746.03
T02264,Eka,8/4/2024,19.53
T02265,Budi,5/5/2024,667.77
T02266,Citra,2/21/2025,765.76
T02267,Eka,8/8/2024,410.35
T02268,Ilham,8/7/2024,780.63
T02269,Budi,12/8/2024,704.57
T02270,Dina,4/1/2025,723.32
T02271,Andi,8/15/2024,573.07
T02272,Budi,5/16/2024,314.52
T02273,Gina,10/27/2024,369.12
T02274,Budi,4/20/2025,622.6
T02275,Andi,12/25/2024,31.91
T02276,Dina,4/26/2025,757.93
T02277,Fahmi,1/2/2025,537.81
T02278,Gina,5/9/2024,375.13
T02279,Gina,8/7/2024,316.56
T02280,Ilham,5/19/2024,167.08
T02281,Tia,9/24/2024,315.68
T02282,Gina,1/16/2025,112.92
T02283,Eka,10/4/2024,814.15
T02284,Andi,11/11/2024,851.69
T02285,Dina,5/13/2024,629.0
T02286,Dina,8/29/2024,936.3
T02287,Budi,7/25/2024,366.67
T02288,Citra,4/5/2025,94.77
T02289,Citra,12/26/2024,952.45
T02290,Eka,2/26/2025,178.3
T02291,Fahmi,10/16/2024,164.03
T02292,Gina,3/7/2025,949.8
T02293,Budi,12/28/2024,837.58
T02294,Citra,12/18/2024,223.57
T02295,Fahmi,8/25/2024,826.27
T02296,Ilham,2/5/2025,634.93
T02297,Budi,12/11/2024,574.57
T02298,Tia,2/11/2025,622.2
T02299,Gina,6/30/2024,281.42
T02300,Hani,4/3/2025,700.44
T02301,Ilham,5/25/2024,358.16
T02302,Andi,2/16/2025,443.54
T02303,Eka,2/6/2025,371.67
T02304,Gina,2/11/2025,758.42
T02305,Eka,10/7/2024,413.94
T02306,Andi,1/26/2025,811.5
T02307,Andi,5/19/2024,122.89
T02308,Budi,10/27/2024,573.93
T02309,Gina,1/27/2025,997.6
T02310,Budi,1/11/2025,684.8
T02311,Dina,10/10/2024,896.08
T02312,Budi,3/25/2025,552.27
T02313,Ilham,9/22/2024,102.72
T02314,Gina,11/12/2024,869.16
T02315,Citra,7/24/2024,952.28
T02316,Gina,10/10/2024,491.11
T02317,Gina,11/14/2024,51.78
T02318,Budi,6/13/2024,186.47
T02319,Ilham,6/8/2024,222.01
T02320,Citra,4/14/2025,394.42
T02321,Eka,7/12/2024,936.85
T02322,Dina,7/25/2024,211.05
T02323,Ilham,3/18/2025,440.81
T02324,Ilham,2/20/2025,538.89
T02325,Dina,7/30/2024,581.1
T02326,Andi,9/18/2024,187.35
T02327,Budi,1/22/2025,724.73
T02328,Eka,10/10/2024,186.08
T02329,Eka,1/30/2025,743.44
T02330,Eka,7/3/2024,561.59
T02331,Budi,2/20/2025,228.0
T02332,Citra,12/1/2024,434.03
T02333,Citra,12/25/2024,134.58
T02334,Budi,1/31/2025,718.12
T02335,Citra,10/7/2024,879.31
T02336,Fahmi,5/18/2024,945.23
T02337,Eka,9/5/2024,805.42
T02338,Dina,2/7/2025,612.57
T02339,Tia,1/1/2025,733.51
T02340,Budi,1/6/2025,692.55
T02341,Dina,6/24/2024,563.02
T02342,Ilham,9/6/2024,650.23
T02343,Hani,12/29/2024,506.21
T02344,Budi,11/5/2024,862.5
T02345,Budi,7/31/2024,518.48
T02346,Citra,4/19/2025,389.47
T02347,Eka,9/5/2024,765.17
T02348,Fahmi,6/13/2024,862.93
T02349,Budi,1/23/2025,542.0
T02350,Tia,7/29/2024,625.6
T02351,Andi,3/18/2025,102.93
T02352,Eka,8/28/2024,450.02
T02353,Ilham,9/27/2024,415.05
T02354,Andi,1/31/2025,995.55
T02355,Eka,6/1/2024,664.34
T02356,Dina,1/11/2025,335.79
T02357,Gina,11/23/2024,359.7
T02358,Gina,12/28/2024,927.69
T02359,Ilham,12/15/2024,595.1
T02360,Hani,6/7/2024,748.88
T02361,Budi,3/17/2025,806.65
T02362,Fahmi,4/25/2025,37.14
T02363,Ilham,11/23/2024,360.34
T02364,Budi,3/31/2025,988.95
T02365,Tia,1/18/2025,954.06
T02366,Ilham,8/9/2024,164.3
T02367,Hani,12/16/2024,820.47
T02368,Gina,12/17/2024,707.1
T02369,Budi,6/4/2024,228.47
T02370,Tia,2/4/2025,573.19
T02371,Dina,10/13/2024,815.34
T02372,Citra,2/2/2025,827.94
T02373,Budi,3/6/2025,560.32
T02374,Dina,9/28/2024,495.69
T02375,Eka,10/27/2024,119.54
T02376,Citra,5/23/2024,817.16
T02377,Tia,9/23/2024,451.67
T02378,Ilham,7/19/2024,453.32
T02379,Tia,3/13/2025,427.47
T02380,Andi,5/16/2024,790.39
T02381,Fahmi,7/9/2024,463.76
T02382,Fahmi,11/1/2024,596.15
T02383,Budi,8/5/2024,272.41
T02384,Hani,11/5/2024,908.62
T02385,Fahmi,11/6/2024,340.17
T02386,Dina,3/27/2025,24.2
T02387,Eka,12/23/2024,824.13
T02388,Budi,10/16/2024,196.27
T02389,Citra,3/18/2025,269.25
T02390,Fahmi,7/27/2024,699.2
T02391,Tia,2/12/2025,274.03
T02392,Gina,8/3/2024,244.78
T02393,Gina,5/25/2024,501.81
T02394,Citra,1/26/2025,444.87
T02395,Citra,7/1/2024,174.19
T02396,Andi,6/12/2024,668.19
T02397,Eka,12/18/2024,563.21
T02398,Citra,4/2/2025,910.88
T02399,Dina,12/23/2024,203.18
T02400,Gina,4/29/2025,704.55
T02401,Ilham,7/17/2024,62.96
T02402,Fahmi,11/26/2024,931.95
T02403,Hani,5/22/2024,857.75
T02404,Dina,3/12/2025,412.55
T02405,Hani,1/31/2025,769.78
T02406,Eka,3/3/2025,834.11
T02407,Hani,7/29/2024,32.34
T02408,Budi,5/8/2024,339.31
T02409,Gina,12/29/2024,72.53
T02410,Dina,9/9/2024,842.37
T02411,Andi,9/12/2024,984.91
T02412,Ilham,5/22/2024,990.88
T02413,Budi,10/22/2024,256.95
T02414,Tia,12/11/2024,555.1
T02415,Ilham,2/6/2025,450.32
T02416,Eka,2/12/2025,847.96
T02417,Fahmi,12/22/2024,184.03
T02418,Tia,3/6/2025,153.0
T02419,Dina,11/9/2024,114.49
T02420,Citra,8/6/2024,807.79
T02421,Hani,12/16/2024,753.27
T02422,Ilham,2/24/2025,780.04
T02423,Citra,2/3/2025,215.88
T02424,Eka,2/28/2025,262.46
T02425,Andi,3/11/2025,57.29
T02426,Eka,2/25/2025,317.09
T02427,Tia,3/10/2025,844.06
T02428,Hani,3/18/2025,255.18
T02429,Gina,9/15/2024,93.68
T02430,Citra,2/16/2025,25.81
T02431,Hani,11/11/2024,527.69
T02432,Fahmi,2/26/2025,706.15
T02433,Hani,10/22/2024,681.32
T02434,Budi,10/6/2024,916.89
T02435,Gina,8/27/2024,518.1
T02436,Eka,3/17/2025,499.81
T02437,Citra,4/25/2025,140.32
T02438,Budi,11/21/2024,900.55
T02439,Dina,11/11/2024,23.53
T02440,Tia,10/17/2024,524.63
T02441,Dina,8/21/2024,901.33
T02442,Dina,3/26/2025,792.47
T02443,Eka,6/26/2024,374.39
T02444,Dina,11/4/2024,142.18
T02445,Ilham,7/30/2024,220.77
T02446,Andi,12/11/2024,26.62
T02447,Budi,11/2/2024,983.61
T02448,Citra,12/18/2024,660.08
T02449,Tia,9/17/2024,154.35
T02450,Citra,4/2/2025,740.35
T02451,Tia,10/22/2024,949.72
T02452,Budi,1/11/2025,712.91
T02453,Hani,6/26/2024,283.3
T02454,Budi,4/15/2025,874.59
T02455,Budi,8/31/2024,389.43
T02456,Eka,11/5/2024,88.67
T02457,Ilham,5/1/2025,533.63
T02458,Gina,12/31/2024,698.44
T02459,Andi,8/21/2024,670.14
T02460,Citra,9/12/2024,113.96
T02461,Fahmi,12/2/2024,256.85
T02462,Tia,10/2/2024,68.92
T02463,Citra,12/20/2024,946.22
T02464,Ilham,6/5/2024,888.48
T02465,Tia,3/25/2025,173.94
T02466,Eka,5/20/2024,39.34
T02467,Fahmi,2/14/2025,561.2
T02468,Andi,11/24/2024,107.97
T02469,Fahmi,4/30/2025,35.87
T02470,Citra,2/5/2025,593.97
T02471,Budi,4/13/2025,741.24
T02472,Dina,8/15/2024,721.05
T02473,Eka,6/6/2024,395.77
T02474,Budi,2/1/2025,360.5
T02475,Fahmi,6/23/2024,624.62
T02476,Hani,2/8/2025,148.62
T02477,Budi,8/12/2024,692.65
T02478,Andi,12/21/2024,735.44
T02479,Fahmi,10/26/2024,769.64
T02480,Andi,4/19/2025,518.63
T02481,Citra,7/10/2024,995.14
T02482,Dina,2/3/2025,907.01
T02483,Eka,12/26/2024,508.0
T02484,Tia,9/22/2024,286.2
T02485,Budi,1/21/2025,367.88
T02486,Budi,9/26/2024,592.8
T02487,Fahmi,1/22/2025,412.03
T02488,Fahmi,10/18/2024,50.38
T02489,Gina,9/18/2024,964.11
T02490,Budi,3/27/2025,207.79
T02491,Citra,12/2/2024,831.32
T02492,Citra,6/28/2024,528.01
T02493,Budi,7/9/2024,664.23
T02494,Andi,10/25/2024,330.51
T02495,Tia,9/10/2024,454.32
T02496,Citra,5/27/2024,599.76
T02497,Hani,3/5/2025,776.82
T02498,Gina,7/15/2024,783.73
T02499,Citra,9/21/2024,892.7
T02500,Citra,7/29/2024,571.02
T02501,Citra,4/14/2025,426.0
T02502,Gina,4/7/2025,205.66
T02503,Ilham,1/1/2025,316.69
T02504,Eka,3/28/2025,497.98
T02505,Tia,7/3/2024,453.36
T02506,Citra,7/27/2024,67.37
T02507,Citra,4/3/2025,259.21
T02508,Andi,10/24/2024,240.39
T02509,Tia,11/27/2024,703.81
T02510,Dina,12/15/2024,377.82
T02511,Budi,6/1/2024,208.88
T02512,Hani,11/2/2024,317.41
T02513,Citra,1/21/2025,625.45
T02514,Eka,1/31/2025,862.09
T02515,Citra,3/18/2025,913.59
T02516,Eka,12/22/2024,14.36
T02517,Gina,11/21/2024,23.2
T02518,Ilham,9/23/2024,170.4
T02519,Andi,1/4/2025,632.15
T02520,Hani,1/26/2025,552.63
T02521,Dina,1/7/2025,986.36
T02522,Ilham,3/31/2025,277.43
T02523,Fahmi,7/26/2024,652.49
T02524,Budi,9/15/2024,133.41
T02525,Budi,5/23/2024,125.37
T02526,Eka,10/22/2024,322.77
T02527,Fahmi,12/12/2024,336.69
T02528,Eka,2/10/2025,614.64
T02529,Fahmi,11/6/2024,817.25
T02530,Ilham,9/17/2024,99.56
T02531,Fahmi,2/4/2025,766.87
T02532,Citra,8/20/2024,770.95
T02533,Gina,8/17/2024,25.84
T02534,Andi,8/18/2024,802.18
T02535,Hani,6/4/2024,61.26
T02536,Hani,2/6/2025,612.94
T02537,Eka,8/13/2024,330.73
T02538,Dina,7/18/2024,442.0
T02539,Budi,7/25/2024,264.19
T02540,Hani,12/15/2024,43.45
T02541,Hani,12/6/2024,905.96
T02542,Dina,7/31/2024,446.29
T02543,Dina,8/18/2024,719.49
T02544,Budi,6/30/2024,113.24
T02545,Fahmi,11/13/2024,558.72
T02546,Eka,7/16/2024,965.29
T02547,Citra,7/6/2024,431.88
T02548,Budi,7/16/2024,981.75
T02549,Citra,1/21/2025,512.44
T02550,Ilham,7/9/2024,796.72
T02551,Budi,9/19/2024,771.14
T02552,Hani,2/21/2025,203.44
T02553,Citra,4/28/2025,201.25
T02554,Budi,10/31/2024,627.84
T02555,Eka,8/20/2024,125.67
T02556,Andi,5/22/2024,189.86
T02557,Hani,5/5/2025,259.48
T02558,Gina,8/28/2024,498.35
T02559,Citra,6/21/2024,16.63
T02560,Andi,6/12/2024,965.92
T02561,Dina,8/25/2024,111.04
T02562,Citra,4/14/2025,566.38
T02563,Citra,3/17/2025,631.36
T02564,Ilham,12/18/2024,683.63
T02565,Budi,11/15/2024,919.3
T02566,Eka,11/19/2024,217.95
T02567,Ilham,5/15/2024,966.0
T02568,Tia,9/9/2024,194.37
T02569,Gina,2/2/2025,639.93
T02570,Andi,1/22/2025,821.51
T02571,Budi,5/26/2024,285.18
T02572,Eka,1/28/2025,23.39
T02573,Eka,12/28/2024,476.13
T02574,Citra,7/12/2024,941.91
T02575,Dina,5/26/2024,735.59
T02576,Andi,7/4/2024,454.21
T02577,Budi,10/26/2024,811.54
T02578,Eka,5/21/2024,837.87
T02579,Tia,5/10/2024,977.68
T02580,Hani,5/7/2024,389.89
T02581,Andi,12/26/2024,819.98
T02582,Hani,5/16/2024,527.11
T02583,Gina,3/15/2025,871.59
T02584,Ilham,1/29/2025,486.29
T02585,Tia,12/29/2024,277.46
T02586,Gina,10/12/2024,161.32
T02587,Fahmi,10/25/2024,453.99
T02588,Fahmi,3/27/2025,982.17
T02589,Citra,12/3/2024,895.42
T02590,Dina,7/20/2024,956.68
T02591,Andi,2/9/2025,351.81
T02592,Fahmi,12/11/2024,424.88
T02593,Gina,2/27/2025,890.69
T02594,Tia,9/21/2024,423.53
T02595,Ilham,3/17/2025,542.84
T02596,Tia,9/8/2024,469.48
T02597,Gina,3/1/2025,862.74
T02598,Citra,8/25/2024,476.48
T02599,Eka,6/24/2024,403.45
T02600,Budi,5/12/2024,977.31
T02601,Eka,4/1/2025,586.93
T02602,Citra,4/28/2025,197.19
T02603,Budi,2/2/2025,910.95
T02604,Gina,1/2/2025,652.78
T02605,Ilham,7/24/2024,109.87
T02606,Hani,4/27/2025,926.76
T02607,Budi,3/8/2025,768.01
T02608,Andi,8/8/2024,274.44
T02609,Fahmi,10/25/2024,119.69
T02610,Ilham,5/27/2024,661.44
T02611,Ilham,4/10/2025,932.25
T02612,Tia,1/2/2025,888.82
T02613,Citra,5/3/2025,75.83
T02614,Fahmi,9/28/2024,96.42
T02615,Citra,1/17/2025,915.92
T02616,Fahmi,7/2/2024,982.14
T02617,Fahmi,10/3/2024,570.7
T02618,Eka,8/30/2024,405.64
T02619,Gina,11/2/2024,73.27
T02620,Dina,2/17/2025,649.5
T02621,Gina,7/8/2024,429.99
T02622,Gina,7/16/2024,584.32
T02623,Citra,1/7/2025,267.17
T02624,Budi,12/17/2024,671.41
T02625,Dina,12/9/2024,958.89
T02626,Gina,6/19/2024,439.28
T02627,Gina,2/21/2025,873.55
T02628,Budi,12/1/2024,568.11
T02629,Dina,10/1/2024,266.71
T02630,Hani,9/23/2024,723.54
T02631,Budi,9/11/2024,782.72
T02632,Tia,1/5/2025,440.67
T02633,Andi,11/2/2024,215.79
T02634,Fahmi,7/14/2024,40.34
T02635,Gina,12/10/2024,875.76
T02636,Citra,3/19/2025,904.19
T02637,Eka,6/22/2024,772.24
T02638,Ilham,5/28/2024,888.6
T02639,Ilham,7/17/2024,253.11
T02640,Hani,9/8/2024,846.33
T02641,Citra,10/10/2024,282.34
T02642,Dina,12/17/2024,178.74
T02643,Hani,12/1/2024,730.26
T02644,Budi,10/4/2024,751.65
T02645,Tia,10/3/2024,28.89
T02646,Budi,1/28/2025,295.12
T02647,Tia,11/30/2024,474.64
T02648,Andi,12/4/2024,734.78
T02649,Gina,5/1/2025,845.28
T02650,Eka,2/16/2025,489.09
T02651,Andi,6/3/2024,969.39
T02652,Tia,7/10/2024,118.73
T02653,Ilham,11/9/2024,57.64
T02654,Citra,10/27/2024,376.36
T02655,Budi,2/8/2025,96.77
T02656,Hani,3/19/2025,425.23
T02657,Eka,7/16/2024,148.19
T02658,Hani,5/9/2024,276.98
T02659,Dina,12/6/2024,649.57
T02660,Fahmi,11/18/2024,640.55
T02661,Gina,2/20/2025,989.17
T02662,Eka,11/10/2024,746.57
T02663,Citra,7/14/2024,929.58
T02664,Gina,12/17/2024,231.72
T02665,Fahmi,4/5/2025,367.29
T02666,Andi,2/21/2025,132.24
T02667,Eka,7/30/2024,222.67
T02668,Dina,11/30/2024,511.59
T02669,Fahmi,3/31/2025,537.52
T02670,Gina,6/8/2024,438.82
T02671,Ilham,8/6/2024,53.46
T02672,Andi,1/25/2025,451.59
T02673,Ilham,7/21/2024,384.02
T02674,Gina,5/10/2024,937.75
T02675,Hani,8/25/2024,775.21
T02676,Hani,9/7/2024,971.4
T02677,Budi,5/16/2024,784.94
T02678,Gina,5/9/2024,823.22
T02679,Ilham,11/23/2024,577.19
T02680,Tia,7/27/2024,937.37
T02681,Eka,10/11/2024,882.08
T02682,Dina,4/20/2025,239.15
T02683,Tia,6/15/2024,287.67
T02684,Hani,6/11/2024,13.66
T02685,Hani,3/20/2025,868.59
T02686,Eka,5/11/2024,350.62
T02687,Citra,2/21/2025,938.18
T02688,Citra,5/21/2024,445.91
T02689,Tia,1/2/2025,334.44
T02690,Eka,7/21/2024,88.53
T02691,Eka,12/29/2024,283.19
T02692,Budi,4/29/2025,16.94
T02693,Gina,9/10/2024,124.68
T02694,Andi,4/30/2025,787.44
T02695,Fahmi,4/12/2025,801.41
T02696,Ilham,10/31/2024,360.84
T02697,Eka,10/20/2024,385.13
T02698,Fahmi,4/15/2025,322.9
T02699,Tia,7/31/2024,533.15
T02700,Eka,8/16/2024,163.68
T02701,Budi,10/25/2024,699.36
T02702,Andi,12/9/2024,573.42
T02703,Gina,4/30/2025,137.04
T02704,Ilham,5/11/2024,593.22
T02705,Budi,1/9/2025,750.98
T02706,Budi,6/15/2024,238.89
T02707,Gina,4/3/2025,387.41
T02708,Fahmi,1/22/2025,783.06
T02709,Budi,9/21/2024,801.25
T02710,Ilham,7/11/2024,765.93
T02711,Budi,7/23/2024,658.05
T02712,Eka,7/6/2024,390.85
T02713,Budi,8/17/2024,107.93
T02714,Eka,6/24/2024,371.6
T02715,Budi,12/2/2024,401.42
T02716,Gina,3/25/2025,20.03
T02717,Ilham,12/23/2024,188.8
T02718,Andi,6/11/2024,924.38
T02719,Andi,11/17/2024,617.89
T02720,Eka,5/15/2024,851.9
T02721,Gina,4/8/2025,707.9
T02722,Hani,9/20/2024,965.22
T02723,Dina,7/16/2024,189.19
T02724,Fahmi,3/20/2025,74.33
T02725,Tia,4/5/2025,772.39
T02726,Tia,11/21/2024,968.23
T02727,Budi,8/28/2024,829.01
T02728,Tia,4/1/2025,983.27
T02729,Andi,12/14/2024,432.34
T02730,Andi,1/31/2025,614.94
T02731,Gina,2/27/2025,113.04
T02732,Fahmi,1/9/2025,404.12
T02733,Hani,10/16/2024,405.81
T02734,Tia,10/13/2024,85.87
T02735,Tia,10/31/2024,49.43
T02736,Hani,1/31/2025,832.35
T02737,Gina,6/28/2024,377.5
T02738,Andi,7/3/2024,428.19
T02739,Dina,3/31/2025,84.2
T02740,Citra,3/20/2025,812.21
T02741,Ilham,4/26/2025,105.09
T02742,Dina,10/1/2024,504.04
T02743,Tia,3/20/2025,684.38
T02744,Fahmi,7/13/2024,378.82
T02745,Budi,4/17/2025,217.31
T02746,Gina,1/5/2025,528.57
T02747,Eka,11/27/2024,969.73
T02748,Gina,10/27/2024,903.97
T02749,Citra,4/12/2025,52.91
T02750,Fahmi,2/19/2025,224.96
T02751,Dina,1/9/2025,805.45
T02752,Dina,5/3/2025,275.83
T02753,Dina,11/21/2024,620.51
T02754,Andi,5/10/2024,394.39
T02755,Hani,12/17/2024,355.46
T02756,Budi,10/17/2024,604.76
T02757,Tia,8/20/2024,179.37
T02758,Dina,8/22/2024,351.63
T02759,Tia,12/20/2024,392.1
T02760,Budi,9/2/2024,780.71
T02761,Gina,10/21/2024,270.21
T02762,Fahmi,4/8/2025,424.14
T02763,Gina,12/20/2024,632.45
T02764,Hani,1/27/2025,849.08
T02765,Budi,10/1/2024,844.36
T02766,Tia,3/9/2025,236.22
T02767,Eka,7/28/2024,395.04
T02768,Gina,8/11/2024,256.1
T02769,Tia,1/15/2025,207.2
T02770,Gina,4/23/2025,956.8
T02771,Tia,11/7/2024,582.53
T02772,Dina,2/6/2025,22.76
T02773,Tia,11/5/2024,817.23
T02774,Fahmi,7/3/2024,16.36
T02775,Tia,10/10/2024,796.5
T02776,Hani,1/28/2025,512.52
T02777,Tia,8/24/2024,618.38
T02778,Andi,10/14/2024,352.67
T02779,Budi,9/24/2024,778.19
T02780,Dina,9/9/2024,525.81
T02781,Budi,5/26/2024,808.06
T02782,Citra,10/21/2024,509.56
T02783,Hani,3/23/2025,592.05
T02784,Ilham,5/29/2024,340.51
T02785,Budi,6/28/2024,937.79
T02786,Budi,7/29/2024,568.38
T02787,Gina,2/7/2025,924.22
T02788,Fahmi,9/4/2024,198.19
T02789,Andi,12/15/2024,512.35
T02790,Andi,1/20/2025,879.25
T02791,Ilham,10/26/2024,958.37
T02792,Budi,5/29/2024,71.57
T02793,Gina,10/3/2024,723.96
T02794,Fahmi,5/9/2024,726.62
T02795,Gina,2/10/2025,632.26
T02796,Tia,12/3/2024,84.58
T02797,Dina,11/19/2024,745.3
T02798,Hani,11/28/2024,480.51
T02799,Gina,11/3/2024,147.17
T02800,Andi,10/3/2024,970.04
T02801,Andi,11/18/2024,254.05
T02802,Andi,1/12/2025,98.4
T02803,Dina,3/1/2025,166.89
T02804,Eka,12/1/2024,363.51
T02805,Dina,10/3/2024,715.96
T02806,Hani,12/18/2024,592.22
T02807,Citra,9/6/2024,584.52
T02808,Gina,2/10/2025,574.63
T02809,Ilham,9/4/2024,711.3
T02810,Ilham,3/7/2025,983.26
T02811,Dina,11/10/2024,924.49
T02812,Fahmi,2/17/2025,874.82
T02813,Tia,4/27/2025,770.61
T02814,Fahmi,6/26/2024,767.95
T02815,Gina,5/18/2024,885.22
T02816,Tia,4/6/2025,328.93
T02817,Hani,3/29/2025,545.25
T02818,Ilham,11/11/2024,700.02
T02819,Ilham,3/25/2025,735.14
T02820,Fahmi,3/14/2025,460.16
T02821,Dina,7/20/2024,314.46
T02822,Gina,12/24/2024,898.34
T02823,Eka,4/20/2025,455.43
T02824,Dina,11/20/2024,745.22
T02825,Gina,8/4/2024,792.62
T02826,Gina,9/26/2024,102.36
T02827,Dina,3/19/2025,418.37
T02828,Eka,10/23/2024,367.43
T02829,Andi,1/26/2025,378.45
T02830,Eka,2/12/2025,788.78
T02831,Eka,1/6/2025,874.91
T02832,Dina,2/27/2025,705.99
T02833,Citra,4/10/2025,119.17
T02834,Ilham,5/19/2024,219.57
T02835,Gina,4/10/2025,561.84
T02836,Eka,4/20/2025,659.58
T02837,Gina,6/13/2024,113.21
T02838,Citra,5/16/2024,812.45
T02839,Gina,11/8/2024,465.09
T02840,Citra,5/5/2024,821.64
T02841,Andi,7/23/2024,933.78
T02842,Tia,3/24/2025,83.87
T02843,Gina,3/1/2025,750.82
T02844,Andi,10/12/2024,670.92
T02845,Budi,12/28/2024,492.03
T02846,Eka,10/1/2024,344.62
T02847,Eka,11/18/2024,573.11
T02848,Andi,4/5/2025,743.46
T02849,Budi,7/29/2024,506.43
T02850,Gina,5/20/2024,305.25
T02851,Budi,6/30/2024,545.11
T02852,Fahmi,4/9/2025,941.09
T02853,Budi,4/10/2025,381.07
T02854,Eka,4/12/2025,385.64
T02855,Hani,8/17/2024,777.64
T02856,Budi,1/7/2025,521.95
T02857,Hani,5/10/2024,188.01
T02858,Andi,6/7/2024,250.96
T02859,Tia,5/1/2025,497.06
T02860,Eka,2/20/2025,259.27
T02861,Dina,9/22/2024,530.22
T02862,Gina,6/24/2024,496.35
T02863,Eka,8/10/2024,55.0
T02864,Fahmi,2/17/2025,232.56
T02865,Eka,4/6/2025,163.53
T02866,Gina,9/11/2024,75.56
T02867,Dina,3/16/2025,817.64
T02868,Budi,2/19/2025,295.4
T02869,Citra,4/29/2025,573.58
T02870,Hani,1/21/2025,620.23
T02871,Gina,9/25/2024,986.43
T02872,Ilham,4/3/2025,101.9
T02873,Eka,10/7/2024,397.44
T02874,Fahmi,6/16/2024,907.62
T02875,Andi,10/28/2024,489.18
T02876,Hani,5/18/2024,789.09
T02877,Gina,12/12/2024,820.65
T02878,Eka,1/14/2025,905.65
T02879,Gina,10/16/2024,186.48
T02880,Hani,3/5/2025,395.68
T02881,Gina,11/23/2024,42.23
T02882,Ilham,8/10/2024,658.09
T02883,Citra,3/21/2025,82.45
T02884,Citra,9/9/2024,237.79
T02885,Budi,3/25/2025,692.17
T02886,Andi,12/30/2024,542.52
T02887,Budi,2/24/2025,203.14
T02888,Hani,5/5/2024,241.2
T02889,Gina,5/20/2024,353.06
T02890,Citra,2/23/2025,160.21
T02891,Fahmi,10/26/2024,568.16
T02892,Gina,4/1/2025,121.3
T02893,Tia,9/30/2024,646.89
T02894,Dina,1/13/2025,960.21
T02895,Tia,9/3/2024,474.09
T02896,Tia,9/6/2024,193.98
T02897,Budi,6/22/2024,298.41
T02898,Dina,5/31/2024,921.82
T02899,Dina,5/19/2024,674.14
T02900,Gina,3/12/2025,493.59
T02901,Ilham,3/15/2025,190.29
T02902,Ilham,6/15/2024,411.32
T02903,Hani,4/14/2025,683.53
T02904,Budi,5/10/2024,65.09
T02905,Budi,7/31/2024,129.64
T02906,Ilham,7/16/2024,764.51
T02907,Eka,6/4/2024,58.21
T02908,Tia,7/14/2024,567.59
T02909,Gina,2/5/2025,116.33
T02910,Hani,8/1/2024,661.05
T02911,Ilham,11/4/2024,221.43
T02912,Budi,11/5/2024,931.17
T02913,Citra,7/10/2024,356.5
T02914,Hani,6/8/2024,826.18
T02915,Budi,7/30/2024,898.71
T02916,Citra,2/23/2025,364.93
T02917,Hani,4/16/2025,203.93
T02918,Budi,2/15/2025,787.07
T02919,Fahmi,5/6/2024,773.99
T02920,Andi,8/25/2024,745.62
T02921,Eka,7/3/2024,331.45
T02922,Eka,2/23/2025,442.16
T02923,Dina,4/29/2025,356.39
T02924,Gina,9/19/2024,31.24
T02925,Tia,6/13/2024,704.94
T02926,Andi,8/11/2024,590.85
T02927,Hani,12/1/2024,820.13
T02928,Gina,6/14/2024,545.1
T02929,Dina,3/1/2025,934.89
T02930,Gina,9/13/2024,230.44
T02931,Budi,2/6/2025,960.58
T02932,Budi,11/17/2024,134.54
T02933,Ilham,2/12/2025,347.9
T02934,Tia,6/17/2024,148.16
T02935,Dina,2/14/2025,924.94
T02936,Tia,6/29/2024,539.95
T02937,Dina,8/16/2024,117.58
T02938,Ilham,4/20/2025,975.33
T02939,Andi,8/5/2024,239.48
T02940,Ilham,3/4/2025,421.34
T02941,Eka,1/16/2025,792.38
T02942,Fahmi,9/27/2024,136.09
T02943,Hani,10/15/2024,473.89
T02944,Gina,3/8/2025,165.62
T02945,Fahmi,1/21/2025,932.55
T02946,Dina,11/8/2024,450.34
T02947,Budi,2/14/2025,895.65
T02948,Citra,4/23/2025,149.07
T02949,Eka,2/26/2025,756.24
T02950,Tia,2/23/2025,248.48
T02951,Ilham,5/6/2024,161.83
T02952,Tia,11/23/2024,748.98
T02953,Andi,5/16/2024,211.48
T02954,Citra,2/18/2025,535.88
T02955,Dina,11/22/2024,441.13
T02956,Eka,1/13/2025,761.51
T02957,Citra,4/11/2025,959.32
T02958,Hani,12/29/2024,499.95
T02959,Citra,8/30/2024,967.74
T02960,Eka,1/10/2025,378.23
T02961,Fahmi,7/15/2024,307.48
T02962,Dina,10/11/2024,132.35
T02963,Andi,2/6/2025,75.07
T02964,Ilham,1/4/2025,170.36
T02965,Hani,8/30/2024,518.63
T02966,Tia,6/30/2024,569.2
T02967,Budi,5/16/2024,678.76
T02968,Dina,6/28/2024,105.91
T02969,Andi,10/14/2024,152.37
T02970,Fahmi,10/17/2024,529.52
T02971,Eka,5/20/2024,371.71
T02972,Dina,3/11/2025,562.26
T02973,Gina,8/15/2024,681.6
T02974,Budi,8/11/2024,912.49
T02975,Fahmi,5/19/2024,560.76
T02976,Dina,5/11/2024,455.5
T02977,Dina,7/11/2024,927.25
T02978,Eka,8/14/2024,40.63
T02979,Citra,12/2/2024,313.85
T02980,Tia,3/10/2025,12.64
T02981,Budi,5/11/2024,385.78
T02982,Citra,11/4/2024,881.21
T02983,Tia,6/9/2024,178.21
T02984,Ilham,2/22/2025,267.76
