Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
1000000864,1/18/2022 2:55,Anthony Haynes,"['Olive Oil', 'Toothpaste']",10,23.35,Debit Card,Los Angeles,Department Store,FALSE,Young Adult,Winter,BOGO (Buy One Get One)
1000000865,10/30/2023 0:32,Edward Shelton,"['Potatoes', 'Pickles', 'Razors']",4,85.43,Credit Card,New York,Specialty Store,TRUE,Homemaker,Fall,None
1000000866,9/1/2021 1:40,Rachel Potts,"['Jam', 'Syrup', 'Spinach']",6,63.73,Credit Card,San Francisco,Pharmacy,TRUE,Senior Citizen,Winter,None
1000000867,7/1/2022 0:52,Jackson Simpson,"['Tomatoes', 'Toothbrush', 'Toilet Paper']",6,95.25,Debit Card,San Francisco,Specialty Store,TRUE,Teenager,Winter,Discount on Selected Items
1000000868,2/25/2021 19:19,Larry Hoffman,['Peanut Butter'],8,26.98,Credit Card,Los Angeles,Specialty Store,FALSE,Middle-Aged,Summer,None
1000000869,2/11/2022 21:48,John Stout,"['Jam', 'Broom']",7,36.86,Cash,New York,Supermarket,TRUE,Professional,Fall,None
1000000870,5/6/2023 3:22,Evan Casey,['Milk'],7,88.33,Credit Card,Chicago,Convenience Store,FALSE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000000871,6/16/2021 23:36,Jeanne Kennedy,"['Shaving Cream', 'Trash Cans', 'Coffee', 'Ironing Board', 'Dishware']",8,72.23,Debit Card,Miami,Warehouse Club,FALSE,Homemaker,Fall,Discount on Selected Items
1000000872,4/20/2021 2:58,James Morse,"['Pickles', 'Pickles', 'Apple', 'Pickles', 'Ironing Board']",10,82.22,Debit Card,San Francisco,Pharmacy,FALSE,Young Adult,Fall,Discount on Selected Items
1000000873,5/9/2021 2:55,Derrick Fernandez,"['Potatoes', 'Extension Cords', 'Cereal', 'Iron']",4,60.16,Mobile Payment,Houston,Specialty Store,FALSE,Young Adult,Summer,Discount on Selected Items
1000000874,5/6/2022 16:03,Veronica Perry,['Butter'],6,53.16,Mobile Payment,Chicago,Department Store,TRUE,Homemaker,Summer,None
1000000875,6/22/2023 6:43,Cody Sanchez,['Salmon'],1,43.36,Debit Card,Atlanta,Convenience Store,TRUE,Young Adult,Winter,None
1000000876,3/28/2021 8:40,Alexandria Roberts,"['Honey', 'Razors', 'Water', 'Garden Hose', 'Shrimp']",5,84.83,Credit Card,Boston,Supermarket,FALSE,Homemaker,Summer,None
1000000877,3/9/2024 2:46,Sarah Wheeler,"['Cheese', 'Onions', 'Ironing Board', 'Lawn Mower']",3,69.89,Credit Card,San Francisco,Department Store,TRUE,Teenager,Fall,BOGO (Buy One Get One)
1000000878,12/27/2023 22:58,Tara Gordon,['Yogurt'],2,70.71,Mobile Payment,Los Angeles,Warehouse Club,FALSE,Young Adult,Winter,None
1000000879,10/17/2022 10:01,Ms. Stephanie Thompson,['Vinegar'],3,86.4,Cash,New York,Convenience Store,TRUE,Professional,Spring,BOGO (Buy One Get One)
1000000880,4/12/2021 4:56,Katrina Franklin,['Orange'],7,28.41,Cash,Chicago,Warehouse Club,TRUE,Retiree,Spring,Discount on Selected Items
1000000881,9/9/2021 6:45,Brittney Johnson,"['Toilet Paper', 'Chips']",1,14.73,Credit Card,Seattle,Department Store,TRUE,Professional,Fall,Discount on Selected Items
1000000882,4/6/2022 7:40,Timothy Jones,"['Hand Sanitizer', 'Vacuum Cleaner', 'Trash Bags', 'Plant Fertilizer']",10,68.17,Cash,Los Angeles,Convenience Store,FALSE,Teenager,Fall,BOGO (Buy One Get One)
1000000883,5/17/2020 3:09,Colleen Daniels,"['Toothbrush', 'Diapers', 'Toothbrush']",8,75.87,Mobile Payment,Miami,Pharmacy,FALSE,Teenager,Summer,BOGO (Buy One Get One)
1000000884,8/4/2021 6:49,Rachel Jacobs,"['Baby Wipes', 'Soap', 'Cereal Bars']",1,26.05,Mobile Payment,Los Angeles,Specialty Store,TRUE,Homemaker,Fall,None
1000000885,3/14/2023 10:27,Jason Hawkins,"['Ice Cream', 'Diapers', 'Vinegar']",9,63.35,Debit Card,Boston,Department Store,FALSE,Senior Citizen,Fall,None
1000000886,10/7/2020 23:30,Zachary Gardner,"['Light Bulbs', 'Lawn Mower', 'Cereal', 'Dustpan', 'Trash Bags']",3,84.95,Cash,Boston,Specialty Store,TRUE,Teenager,Summer,BOGO (Buy One Get One)
1000000887,6/1/2022 17:46,Gregory Torres,"['Spinach', 'Yogurt']",1,61.36,Credit Card,New York,Supermarket,FALSE,Young Adult,Fall,BOGO (Buy One Get One)
1000000888,9/21/2022 3:27,Frederick Hernandez,"['Carrots', 'Salmon', 'Water', 'Spinach']",9,29.65,Debit Card,Houston,Pharmacy,TRUE,Professional,Spring,None
1000000889,2/14/2024 7:49,Stephanie Diaz,"['Hair Gel', 'Broom']",6,91.39,Credit Card,Dallas,Specialty Store,FALSE,Student,Winter,BOGO (Buy One Get One)
1000000890,4/8/2021 6:48,Mrs. Brittany Snyder,['Garden Hose'],9,73.05,Credit Card,Los Angeles,Supermarket,FALSE,Retiree,Summer,BOGO (Buy One Get One)
1000000891,3/14/2022 3:56,Mason Rodriguez,"['Chicken', 'Pancake Mix', 'Vinegar', 'Milk', 'Orange']",5,27.22,Credit Card,San Francisco,Convenience Store,TRUE,Teenager,Winter,None
1000000892,6/22/2020 0:44,Brian Allen,"['Jam', 'Pasta', 'Coffee']",1,31.46,Debit Card,New York,Supermarket,TRUE,Homemaker,Summer,BOGO (Buy One Get One)
1000000893,3/16/2023 19:23,Sarah Salas,"['Ketchup', 'Syrup']",7,53.72,Mobile Payment,New York,Convenience Store,FALSE,Retiree,Fall,BOGO (Buy One Get One)
1000000894,4/1/2020 12:05,Paul Patterson,"['Carrots', 'Ketchup', 'Syrup']",9,39.37,Mobile Payment,New York,Convenience Store,FALSE,Teenager,Summer,BOGO (Buy One Get One)
1000000895,3/16/2020 21:57,Kristin Simmons,"['Bread', 'Power Strips', 'Tea']",2,47.82,Debit Card,Atlanta,Convenience Store,TRUE,Student,Spring,None
1000000896,4/18/2021 23:25,Peter Mathis,"['Feminine Hygiene Products', 'Salmon', 'Beef', 'Honey', 'Tea']",8,85.21,Cash,New York,Department Store,FALSE,Senior Citizen,Winter,Discount on Selected Items
1000000897,1/2/2024 1:48,Traci Smith,"['Chips', 'Apple', 'Shrimp', 'Pickles']",10,55.74,Debit Card,Atlanta,Supermarket,FALSE,Teenager,Spring,BOGO (Buy One Get One)
1000000898,5/9/2021 5:53,Brandi Mcguire,['Orange'],8,6.61,Mobile Payment,San Francisco,Pharmacy,FALSE,Homemaker,Fall,BOGO (Buy One Get One)
1000000899,1/21/2020 0:48,Jesse Davis,"['Power Strips', 'Diapers', 'Paper Towels', 'Ketchup', 'Paper Towels']",5,73.98,Cash,Los Angeles,Supermarket,FALSE,Professional,Summer,BOGO (Buy One Get One)
1000000900,12/2/2021 5:23,Jennifer Gonzalez,"['Extension Cords', 'Broom']",8,23.67,Debit Card,Chicago,Department Store,TRUE,Young Adult,Spring,None
1000000901,8/25/2023 18:43,Leah Rice,"['Milk', 'BBQ Sauce', 'Onions', 'Dustpan', 'Tomatoes']",6,33.79,Mobile Payment,Chicago,Warehouse Club,FALSE,Student,Summer,Discount on Selected Items
1000000902,2/3/2024 17:18,Danielle Holt,"['Potatoes', 'Hair Gel']",3,49.81,Debit Card,Dallas,Warehouse Club,TRUE,Senior Citizen,Spring,None
1000000903,8/16/2020 7:44,Donna Williams,"['Rice', 'Jam', 'Sponges']",2,89.42,Cash,New York,Department Store,TRUE,Young Adult,Summer,None
1000000904,7/12/2023 23:10,Benjamin Wagner,['Canned Soup'],10,52.08,Mobile Payment,Atlanta,Department Store,TRUE,Homemaker,Spring,Discount on Selected Items
1000000905,9/5/2022 10:02,Justin Harris,"['Eggs', 'Pancake Mix']",8,65.39,Credit Card,Dallas,Warehouse Club,TRUE,Retiree,Summer,None
1000000906,1/17/2022 5:31,Dawn Yu,"['Chips', 'Cleaning Spray', 'Insect Repellent', 'Mop']",9,55.68,Mobile Payment,Seattle,Specialty Store,TRUE,Teenager,Winter,Discount on Selected Items
1000000907,9/11/2022 13:58,Joseph Young,"['Water', 'Milk', 'Insect Repellent', 'BBQ Sauce', 'Bath Towels']",10,30.89,Mobile Payment,Seattle,Department Store,FALSE,Teenager,Winter,Discount on Selected Items
1000000908,1/21/2023 23:31,Dylan Bradley,"['Eggs', 'Spinach', 'Dish Soap', 'Pickles']",10,89.19,Cash,Chicago,Warehouse Club,FALSE,Middle-Aged,Winter,BOGO (Buy One Get One)
1000000909,7/6/2022 22:00,Shannon Meyer,"['Cleaning Spray', 'Butter']",3,70.49,Cash,Houston,Pharmacy,TRUE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000000910,2/12/2022 9:41,Nathan Morris,"['Apple', 'Bread']",6,45.08,Mobile Payment,Boston,Specialty Store,TRUE,Retiree,Winter,Discount on Selected Items
1000000911,2/28/2021 2:34,Steven Anderson,"['Coffee', 'Cereal', 'Bread', 'Tomatoes']",10,86.51,Debit Card,Houston,Pharmacy,TRUE,Retiree,Summer,Discount on Selected Items
1000000912,12/6/2023 4:27,Mrs. Isabel Montoya DVM,['Carrots'],1,82,Credit Card,Atlanta,Convenience Store,TRUE,Retiree,Winter,BOGO (Buy One Get One)
1000000913,4/4/2024 2:23,Virginia Tanner,"['Ice Cream', 'Tissues', 'Spinach', 'Hair Gel', 'Orange']",3,55.43,Cash,Miami,Specialty Store,TRUE,Retiree,Spring,Discount on Selected Items
1000000914,12/23/2020 7:39,Christina Brooks,"['Pasta', 'Canned Soup']",2,67.11,Credit Card,Los Angeles,Department Store,FALSE,Teenager,Winter,None
1000000915,4/4/2023 7:51,Ann Richard,"['Garden Hose', 'Soap', 'Ironing Board', 'Soap', 'Shower Gel']",8,99.08,Cash,New York,Supermarket,FALSE,Homemaker,Summer,BOGO (Buy One Get One)
1000000916,4/15/2020 4:50,Kevin Snyder,"['Lawn Mower', 'Soap', 'Shrimp', 'Potatoes']",4,94.68,Debit Card,Houston,Supermarket,TRUE,Senior Citizen,Summer,Discount on Selected Items
1000000917,9/20/2020 19:25,Tracy Shelton,"['Honey', 'Garden Hose', 'Lawn Mower', 'Onions', 'Mop']",4,97.08,Debit Card,Chicago,Specialty Store,TRUE,Young Adult,Fall,None
1000000918,6/11/2022 0:20,Ethan Ingram,"['Garden Hose', 'Laundry Detergent']",5,99.18,Cash,New York,Warehouse Club,FALSE,Retiree,Summer,BOGO (Buy One Get One)
1000000919,3/28/2021 7:17,Daniel Holland,"['Milk', 'BBQ Sauce', 'Apple']",3,70.42,Cash,San Francisco,Department Store,TRUE,Professional,Fall,Discount on Selected Items
1000000920,4/27/2023 0:40,Sydney Henry,"['Toothpaste', 'Pasta', 'Hair Gel', 'Onions', 'Cleaning Rags']",1,70.09,Credit Card,Seattle,Pharmacy,FALSE,Teenager,Summer,None
1000000921,5/6/2020 7:14,Shawn Smith,"['Spinach', 'Mustard', 'Tuna', 'Bath Towels']",9,75.79,Mobile Payment,Chicago,Supermarket,FALSE,Retiree,Summer,None
1000000922,5/21/2020 3:56,Edgar Larsen,"['Eggs', 'Bath Towels']",7,79.57,Mobile Payment,Houston,Pharmacy,FALSE,Homemaker,Winter,Discount on Selected Items
1000000923,6/9/2020 7:47,Jessica Pena,"['Soda', 'Onions']",8,95.89,Credit Card,Seattle,Supermarket,FALSE,Teenager,Fall,None
1000000924,4/10/2020 23:54,Lawrence Wilson,['Extension Cords'],7,42.52,Credit Card,Dallas,Pharmacy,FALSE,Senior Citizen,Spring,BOGO (Buy One Get One)
1000000925,6/21/2023 20:38,Teresa Brooks,"['Soap', 'Air Freshener', 'Spinach']",8,11.86,Mobile Payment,Dallas,Convenience Store,FALSE,Retiree,Fall,BOGO (Buy One Get One)
1000000926,9/25/2022 3:23,Pamela Taylor,"['Dustpan', 'Hair Gel']",4,94.91,Debit Card,New York,Pharmacy,TRUE,Student,Summer,BOGO (Buy One Get One)
1000000927,10/27/2023 13:36,Jeremy Chambers,"['Potatoes', 'Canned Soup', 'Banana', 'Pickles']",5,6.99,Debit Card,Houston,Pharmacy,TRUE,Teenager,Summer,Discount on Selected Items
1000000928,11/21/2021 7:26,Emily King,"['Iron', 'Pickles']",6,15.97,Mobile Payment,Miami,Specialty Store,TRUE,Professional,Winter,None
1000000929,1/23/2024 18:20,Shane Campbell,['Onions'],9,84.91,Cash,Dallas,Supermarket,TRUE,Professional,Fall,Discount on Selected Items
1000000930,6/28/2022 5:38,Robert Oneill,"['Insect Repellent', 'Lawn Mower', 'Dish Soap', 'Beef', 'Jam']",3,60.99,Credit Card,Chicago,Specialty Store,TRUE,Teenager,Winter,Discount on Selected Items
1000000931,6/26/2022 12:28,Jose Kelly,"['Broom', 'Lawn Mower', 'Pancake Mix']",4,61.11,Mobile Payment,Houston,Supermarket,TRUE,Middle-Aged,Fall,None
1000000932,4/24/2021 19:20,Rachel Reyes,"['Pickles', 'Cheese', 'Shaving Cream']",2,33.87,Cash,Los Angeles,Pharmacy,TRUE,Young Adult,Winter,None
1000000933,3/6/2024 21:06,Elizabeth Davis,"['Razors', 'Light Bulbs', 'Eggs', 'Carrots', 'Salmon']",2,72.06,Cash,San Francisco,Specialty Store,TRUE,Homemaker,Summer,Discount on Selected Items
1000000934,3/2/2022 10:46,Victor Frank,"['Garden Hose', 'Cereal', 'Jam', 'Baby Wipes']",10,6.24,Mobile Payment,San Francisco,Warehouse Club,TRUE,Middle-Aged,Summer,BOGO (Buy One Get One)
1000000935,5/31/2020 6:11,Andrew Stafford,"['Honey', 'Salmon', 'Carrots']",10,9.03,Credit Card,Chicago,Department Store,FALSE,Homemaker,Fall,Discount on Selected Items
1000000936,8/24/2021 21:28,Cheryl Kelley,['Shrimp'],10,97.84,Cash,Seattle,Specialty Store,TRUE,Middle-Aged,Spring,None
1000000937,6/27/2023 19:45,Thomas Bishop,"['Pancake Mix', 'Peanut Butter', 'Tea', 'Insect Repellent']",10,53.36,Debit Card,Miami,Warehouse Club,TRUE,Student,Fall,BOGO (Buy One Get One)
1000000938,5/17/2021 13:42,Amy Lawson MD,"['Power Strips', 'Butter', 'BBQ Sauce', 'Rice']",1,51.07,Cash,Houston,Convenience Store,TRUE,Teenager,Winter,Discount on Selected Items
1000000939,2/17/2023 12:59,Brian Castro,"['Olive Oil', 'Dishware', 'Eggs']",8,36.08,Cash,Los Angeles,Specialty Store,FALSE,Middle-Aged,Fall,None
1000000940,8/30/2022 10:39,Jennifer Brock,['Peanut Butter'],5,79.69,Debit Card,Los Angeles,Convenience Store,TRUE,Professional,Winter,Discount on Selected Items
1000000941,1/9/2020 6:19,Kimberly Holden,"['Hand Sanitizer', 'Shampoo']",4,59.33,Mobile Payment,Los Angeles,Warehouse Club,FALSE,Retiree,Fall,BOGO (Buy One Get One)
1000000942,1/24/2024 21:33,Jill Allen,"['Water', 'Chips', 'Trash Cans']",8,39.57,Debit Card,Atlanta,Warehouse Club,FALSE,Student,Spring,Discount on Selected Items
1000000943,8/16/2022 14:49,Patricia Rowe,"['Bread', 'Olive Oil', 'Paper Towels', 'Banana', 'Mop']",4,70.45,Mobile Payment,Boston,Warehouse Club,TRUE,Homemaker,Spring,None
1000000944,1/11/2022 20:44,David Johnson,"['Coffee', 'Power Strips']",5,17.2,Debit Card,Los Angeles,Specialty Store,TRUE,Middle-Aged,Fall,Discount on Selected Items
1000000945,5/8/2023 14:44,Steven Guerrero,"['Cereal Bars', 'Dishware', 'Coffee']",3,79.34,Credit Card,Miami,Specialty Store,TRUE,Teenager,Spring,None
1000000946,9/26/2020 15:13,Krista Harris,"['Tuna', 'Salmon', 'Salmon']",4,37.42,Credit Card,Miami,Specialty Store,FALSE,Teenager,Spring,BOGO (Buy One Get One)
1000000947,8/13/2023 2:09,Julie Lindsey,"['Razors', 'Chips', 'Plant Fertilizer', 'Extension Cords', 'Honey']",7,54.78,Cash,Los Angeles,Supermarket,TRUE,Senior Citizen,Fall,None
1000000948,6/23/2020 5:47,Angel Johnson,"['Baby Wipes', 'Carrots', 'Butter', 'Dishware', 'Toilet Paper']",10,21.99,Credit Card,Los Angeles,Specialty Store,TRUE,Homemaker,Summer,Discount on Selected Items
1000000949,3/1/2024 4:19,Charles Taylor,"['Eggs', 'Tomatoes', 'Rice', 'Shampoo']",3,85.85,Credit Card,Dallas,Supermarket,TRUE,Senior Citizen,Spring,Discount on Selected Items
1000000950,7/4/2022 16:33,Stephanie Smith,"['Rice', 'Feminine Hygiene Products']",7,9.55,Mobile Payment,Houston,Supermarket,TRUE,Professional,Fall,None
1000000951,2/8/2023 3:06,Darrell Saunders,['Toothpaste'],10,76.89,Credit Card,San Francisco,Department Store,TRUE,Professional,Winter,None
1000000952,11/13/2023 23:09,Brent Brown,"['Chips', 'Garden Hose', 'Dishware']",5,7.19,Cash,Miami,Department Store,FALSE,Middle-Aged,Spring,None
1000000953,2/5/2023 2:00,Stephanie Tran,"['Sponges', 'Butter']",6,5.34,Mobile Payment,San Francisco,Convenience Store,FALSE,Teenager,Fall,None
1000000954,5/31/2021 1:18,Christopher Harris,"['Dustpan', 'Rice', 'Deodorant', 'Carrots', 'Paper Towels']",6,38.28,Mobile Payment,Seattle,Supermarket,FALSE,Young Adult,Spring,Discount on Selected Items
1000000955,1/30/2024 19:01,Rose Williams,"['Light Bulbs', 'Sponges', 'Salmon']",2,80.83,Cash,Seattle,Warehouse Club,TRUE,Homemaker,Winter,None
1000000956,7/13/2023 9:44,Ryan Owens,"['Shaving Cream', 'Shampoo', 'Lawn Mower', 'Light Bulbs', 'Air Freshener']",1,56.75,Debit Card,Los Angeles,Convenience Store,TRUE,Middle-Aged,Summer,None
1000000957,5/31/2021 2:29,Joan Watson,"['Onions', 'Spinach', 'Hair Gel', 'BBQ Sauce']",7,7.55,Cash,Seattle,Warehouse Club,TRUE,Teenager,Fall,None
1000000958,2/25/2022 12:45,Melissa Hernandez,['Ice Cream'],6,8.02,Debit Card,Chicago,Convenience Store,FALSE,Middle-Aged,Summer,None
1000000959,2/27/2024 19:11,Brandy Hutchinson,"['Vinegar', 'Shower Gel', 'Insect Repellent']",7,85.76,Credit Card,Houston,Convenience Store,FALSE,Student,Summer,None
1000000960,9/4/2023 8:48,Roger Holloway,"['Ice Cream', 'BBQ Sauce', 'Pickles', 'Dustpan']",5,32.94,Debit Card,Los Angeles,Convenience Store,FALSE,Professional,Winter,BOGO (Buy One Get One)
1000000961,10/23/2022 19:08,Wayne French DVM,"['Power Strips', 'Milk']",3,71.83,Credit Card,Houston,Convenience Store,FALSE,Homemaker,Fall,None
1000000962,6/29/2021 12:15,Michael Martinez,"['Lawn Mower', 'Toilet Paper', 'Deodorant', 'Air Freshener', 'Ironing Board']",6,98.51,Mobile Payment,San Francisco,Convenience Store,TRUE,Young Adult,Spring,Discount on Selected Items
1000000963,5/31/2021 15:54,Adam Hall,"['Cereal', 'Milk', 'Yogurt', 'Coffee', 'Light Bulbs']",6,22.06,Credit Card,San Francisco,Department Store,FALSE,Homemaker,Spring,BOGO (Buy One Get One)
1000000964,1/6/2023 3:29,Anthony Valenzuela,"['Dish Soap', 'Salmon', 'Hand Sanitizer', 'Tuna', 'Syrup']",6,47.66,Credit Card,Los Angeles,Specialty Store,TRUE,Retiree,Summer,Discount on Selected Items
1000000965,3/22/2020 19:33,Samantha Nguyen,"['Bath Towels', 'Ice Cream', 'Honey', 'Chips']",2,10.04,Mobile Payment,Dallas,Warehouse Club,FALSE,Teenager,Spring,Discount on Selected Items
1000000966,4/21/2022 16:27,Kara Fuller,"['Mop', 'Iron', 'Ice Cream']",7,65.68,Debit Card,Los Angeles,Convenience Store,TRUE,Senior Citizen,Winter,None
1000000967,4/5/2023 14:54,Sara Rivers,"['Toothpaste', 'Cleaning Spray', 'Jam', 'Air Freshener', 'Insect Repellent']",8,82.8,Credit Card,Atlanta,Supermarket,FALSE,Homemaker,Winter,None
1000000968,7/20/2023 11:49,Shelby Allen MD,['Syrup'],10,68.51,Credit Card,Seattle,Convenience Store,FALSE,Young Adult,Summer,None
1000000969,6/5/2020 2:14,Ronald Chandler,"['Vinegar', 'Vinegar', 'Mop', 'Iron']",4,73.35,Debit Card,Atlanta,Convenience Store,FALSE,Middle-Aged,Winter,Discount on Selected Items
1000000970,11/26/2020 16:49,Brenda Black,['Toothpaste'],2,13.74,Mobile Payment,Los Angeles,Pharmacy,TRUE,Student,Spring,BOGO (Buy One Get One)
1000000971,7/8/2020 16:51,Matthew Davis,"['Tissues', 'Carrots', 'Light Bulbs']",1,39.47,Credit Card,Atlanta,Convenience Store,FALSE,Professional,Spring,BOGO (Buy One Get One)
1000000972,6/30/2022 19:10,Carl Thomas,"['Extension Cords', 'Garden Hose', 'Light Bulbs', 'Ketchup', 'Paper Towels']",8,15.12,Debit Card,Houston,Specialty Store,TRUE,Retiree,Spring,None
1000000973,2/14/2020 14:04,Randy Allen,"['Apple', 'Mayonnaise', 'Coffee', 'Tuna', 'Syrup']",8,97.75,Cash,Miami,Pharmacy,FALSE,Young Adult,Fall,Discount on Selected Items
1000000974,10/16/2023 19:34,Alex King,['Bread'],9,42.6,Mobile Payment,Miami,Pharmacy,TRUE,Professional,Summer,BOGO (Buy One Get One)
1000000975,8/16/2022 7:11,Diane Garcia,"['Rice', 'Toothbrush', 'Sponges', 'Cheese']",4,73.27,Debit Card,Seattle,Pharmacy,FALSE,Senior Citizen,Fall,None
1000000976,12/21/2020 21:28,Thomas Vance,"['Shampoo', 'Trash Bags', 'Pasta']",5,49.34,Cash,San Francisco,Department Store,TRUE,Young Adult,Spring,Discount on Selected Items
1000000977,1/18/2023 20:07,Shane Davis,"['Shaving Cream', 'Apple', 'Mayonnaise']",4,35.75,Credit Card,Chicago,Specialty Store,FALSE,Professional,Fall,BOGO (Buy One Get One)
1000000978,5/24/2023 2:16,Debra Anderson,"['Pancake Mix', 'Bath Towels', 'Paper Towels']",6,90.14,Mobile Payment,Boston,Convenience Store,TRUE,Retiree,Summer,None
1000000979,4/26/2024 3:21,Derrick Beck,"['Shrimp', 'Potatoes', 'Water', 'Coffee']",3,35.24,Debit Card,Dallas,Pharmacy,FALSE,Young Adult,Spring,BOGO (Buy One Get One)
1000000980,10/4/2022 1:58,Daisy Weaver,['Baby Wipes'],8,87.47,Debit Card,Los Angeles,Department Store,FALSE,Student,Winter,None
1000000981,9/8/2020 16:14,Rebecca Jones,['Paper Towels'],1,31.39,Mobile Payment,Los Angeles,Specialty Store,FALSE,Senior Citizen,Spring,None
1000000982,5/9/2023 19:05,Jordan Mcdaniel,"['Insect Repellent', 'Rice']",9,16.42,Credit Card,San Francisco,Pharmacy,TRUE,Student,Fall,BOGO (Buy One Get One)
1000000983,6/22/2022 20:59,Jennifer Nicholson,"['Toothpaste', 'Tuna', 'Insect Repellent', 'Shrimp']",4,35.7,Debit Card,San Francisco,Specialty Store,TRUE,Teenager,Winter,BOGO (Buy One Get One)
1000000984,6/10/2022 13:33,Taylor Anderson,['BBQ Sauce'],10,22.81,Mobile Payment,San Francisco,Department Store,FALSE,Middle-Aged,Winter,Discount on Selected Items
1000000985,2/24/2020 20:31,James Hartman,"['Cleaning Rags', 'Beef']",1,80.06,Cash,Dallas,Specialty Store,FALSE,Young Adult,Summer,None
1000000986,4/1/2024 13:58,Christine Brown,"['Yogurt', 'Baby Wipes']",1,91.37,Credit Card,Boston,Department Store,TRUE,Retiree,Summer,Discount on Selected Items
1000000987,10/14/2020 19:46,Brooke Lawrence,"['Toothpaste', 'Mop']",2,15.24,Credit Card,Miami,Warehouse Club,FALSE,Teenager,Winter,BOGO (Buy One Get One)
1000000988,5/13/2024 19:04,Diane Scott,"['Toothpaste', 'Diapers']",1,87.57,Debit Card,Chicago,Supermarket,FALSE,Homemaker,Fall,Discount on Selected Items
1000000989,11/25/2021 6:06,Barbara Allen,"['Onions', 'Light Bulbs', 'Jam']",9,17.11,Debit Card,Houston,Supermarket,FALSE,Retiree,Fall,BOGO (Buy One Get One)
1000000990,1/1/2023 6:01,Wendy White,"['Vinegar', 'Eggs', 'Diapers']",7,10.43,Debit Card,San Francisco,Department Store,TRUE,Senior Citizen,Summer,None
1000000991,11/29/2022 0:35,Mrs. Stephanie Spencer,"['Baby Wipes', 'Butter', 'Lawn Mower', 'Toilet Paper']",10,61.89,Cash,Miami,Warehouse Club,TRUE,Student,Winter,Discount on Selected Items
1000000992,1/7/2023 18:04,Sheri Lyons,['Tuna'],7,98.9,Credit Card,Miami,Specialty Store,FALSE,Homemaker,Summer,None
1000000993,8/19/2023 12:00,Jessica James,"['Coffee', 'Coffee']",9,91.61,Cash,Atlanta,Department Store,FALSE,Professional,Summer,BOGO (Buy One Get One)
1000000994,10/8/2020 14:27,Heather Mills,"['Mustard', 'Paper Towels', 'Toilet Paper', 'Insect Repellent', 'Soap']",10,28.09,Mobile Payment,Boston,Department Store,TRUE,Middle-Aged,Spring,Discount on Selected Items
1000000995,3/23/2021 19:07,Kenneth Barnes,"['Butter', 'Mayonnaise', 'Tea']",5,16.32,Cash,Seattle,Supermarket,FALSE,Homemaker,Spring,BOGO (Buy One Get One)
1000000996,1/26/2021 17:08,Michael Stein,['Insect Repellent'],5,11.86,Credit Card,Dallas,Pharmacy,FALSE,Homemaker,Winter,None
1000000997,1/10/2022 15:07,Jesse Lewis,"['Hair Gel', 'Yogurt']",4,14.77,Mobile Payment,Los Angeles,Convenience Store,FALSE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000000998,2/1/2024 15:45,Jenny Larson,"['Cleaning Rags', 'Cleaning Rags', 'Razors', 'Plant Fertilizer']",4,77.62,Debit Card,Boston,Warehouse Club,FALSE,Professional,Summer,Discount on Selected Items
1000000999,5/29/2020 14:07,William Anderson,['Plant Fertilizer'],10,80.33,Debit Card,Atlanta,Supermarket,FALSE,Retiree,Spring,BOGO (Buy One Get One)
1000001000,3/17/2021 22:30,Alice Moore,"['Vinegar', 'Eggs', 'Garden Hose', 'Dish Soap', 'Tomatoes']",5,8.18,Debit Card,Seattle,Pharmacy,TRUE,Professional,Spring,Discount on Selected Items
1000001001,8/12/2020 20:24,Dr. Kenneth Anderson,"['Toilet Paper', 'Coffee']",3,81,Credit Card,New York,Specialty Store,FALSE,Professional,Spring,BOGO (Buy One Get One)
1000001002,1/9/2022 17:32,Brandon Smith,"['Vacuum Cleaner', 'Hand Sanitizer']",10,61.83,Debit Card,Chicago,Specialty Store,TRUE,Homemaker,Winter,Discount on Selected Items
1000001003,2/11/2020 12:54,Jesse Faulkner,['Salmon'],9,18.95,Debit Card,Los Angeles,Warehouse Club,TRUE,Professional,Winter,None
1000001004,1/25/2021 1:34,Michael Stevens,"['Dishware', 'Garden Hose', 'Cereal', 'Cleaning Rags']",5,10.39,Debit Card,San Francisco,Convenience Store,FALSE,Young Adult,Summer,Discount on Selected Items
1000001005,5/15/2024 1:10,Elizabeth Morgan,"['Hair Gel', 'Pickles', 'Diapers', 'Trash Bags']",5,39.54,Debit Card,Atlanta,Pharmacy,TRUE,Middle-Aged,Summer,Discount on Selected Items
1000001006,1/6/2020 18:19,Michael Riley,"['Pasta', 'Hand Sanitizer', 'Cereal', 'Toilet Paper', 'Beef']",4,83.27,Debit Card,Dallas,Pharmacy,FALSE,Senior Citizen,Summer,BOGO (Buy One Get One)
1000001007,4/29/2023 20:55,Donald Francis,"['Paper Towels', 'Dishware', 'Onions']",6,66.52,Mobile Payment,New York,Pharmacy,TRUE,Student,Spring,Discount on Selected Items
1000001008,7/26/2020 4:26,Garrett Hayden,"['Diapers', 'Olive Oil']",4,41.58,Mobile Payment,Atlanta,Supermarket,FALSE,Professional,Fall,BOGO (Buy One Get One)
