ID,Nama Pelanggan,Tanggal Pembelian,Jumlah Pembelian
ID01275,Rina Prasetya,2024-07-13,454420
ID01276,Umar Setiawan,2024-08-18,773998
ID01277,Rusman Halimah,2025-04-10,949973
ID01278,Tgk. Pranata Padmasari,2024-08-14,444313
ID01279,Capa Januar,2024-06-01,156347
ID01280,Maryadi Permadi,2025-03-16,886097
ID01281,Patricia Hakim,2024-10-28,625702
ID01282,"Sutan Kamal Wibisono, S.I.Kom",2024-08-07,636981
ID01283,"R. Elma Prakasa, M.Farm",2024-06-05,100259
ID01284,Yani Tamba,2024-10-18,160616
ID01285,Cut Tiara Thamrin,2024-11-13,227877
ID01286,Ir. Dinda Pratiwi,2024-01-31,327960
ID01287,Raihan Lailasari,2024-11-08,507667
ID01288,T. Cayadi Lestari,2025-01-13,919666
ID01289,Bakijan Hakim,2024-02-20,560818
ID01290,Luhung Prasetya,2025-04-30,361709
ID01291,Karsa Kuswandari,2025-01-25,79327
ID01292,Gamblang Susanti,2024-04-16,988481
ID01293,Reksa Mustofa,2024-11-16,629371
ID01294,Tina Nugroho,2024-04-18,802843
ID01295,"Tgk. Asmuni Damanik, S.E.I",2024-05-15,404025
ID01296,R. Vicky Kusumo,2024-12-04,102744
ID01297,"Drs. Zelda Utama, S.Pt",2024-02-11,16940
ID01298,Tiara Wijayanti,2024-03-21,439350
ID01299,Rini Januar,2024-05-02,679836
ID01300,Ilsa Sinaga,2024-03-29,968828
ID01301,Candrakanta Fujiati,2024-10-09,296606
ID01302,"Ir. Yosef Laksita, S.Psi",2024-02-08,444649
ID01303,Nugraha Purwanti,2024-03-21,193388
ID01304,"Raisa Tamba, S.H.",2024-01-02,592813
ID01305,"Lanjar Natsir, S.Sos",2024-07-28,494567
ID01306,Uchita Sihombing,2024-08-18,754747
ID01307,Cecep Adriansyah,2024-12-18,605503
ID01308,"Queen Wijaya, M.Farm",2024-10-31,801930
ID01309,Cemplunk Suartini,2024-08-28,969312
ID01310,Yessi Suryatmi,2024-05-29,153578
ID01311,Manah Pratiwi,2024-01-17,218936
ID01312,Waluyo Mandasari,2024-04-28,205041
ID01313,Gamblang Hutagalung,2024-05-27,882712
ID01314,Ganjaran Simanjuntak,2024-12-27,410314
ID01315,Makara Irawan,2024-05-24,313524
ID01316,"Hj. Suci Sitorus, M.M.",2024-12-25,590771
ID01317,Eman Pranowo,2025-03-16,524416
ID01318,Mustofa Hidayat,2024-08-20,54284
ID01319,Hamima Kurniawan,2024-02-06,872767
ID01320,"Ade Hardiansyah, S.Sos",2024-12-17,876384
ID01321,Uchita Andriani,2024-04-29,326662
ID01322,Tasdik Zulkarnain,2025-04-18,885126
ID01323,Keisha Tampubolon,2024-05-15,623635
ID01324,dr. Baktianto Kuswandari,2025-02-07,328677
ID01325,"Drs. Martana Prasetyo, S.E.",2025-02-09,528101
ID01326,Belinda Firmansyah,2024-11-16,596448
ID01327,Ayu Simanjuntak,2024-10-28,785795
ID01328,Ciaobella Hidayanto,2024-12-04,495964
ID01329,Ella Waluyo,2025-02-15,245426
ID01330,Opan Hutagalung,2025-04-23,38143
ID01331,R. Gandi Riyanti,2024-04-11,839653
ID01332,Dr. Tiara Dabukke,2024-08-05,12565
ID01333,Safina Marbun,2024-02-28,171505
ID01334,drg. Endah Habibi,2024-10-05,285436
ID01335,Gamblang Putra,2024-04-25,324750
ID01336,Hasan Puspasari,2024-11-27,681670
ID01337,"Titi Namaga, S.T.",2024-03-17,884767
ID01338,"Eko Salahudin, S.H.",2025-04-10,677482
ID01339,Asirwanda Wijaya,2024-05-16,505495
ID01340,Drs. Zaenab Lestari,2025-02-27,140208
ID01341,Asmadi Tarihoran,2024-03-13,695572
ID01342,Irsad Irawan,2024-02-06,708260
ID01343,Yuni Wijayanti,2024-01-31,946049
ID01344,"Limar Kuswandari, S.Kom",2024-03-25,311663
ID01345,Akarsana Putra,2025-02-09,447420
ID01346,Makuta Siregar,2024-06-06,198085
ID01347,Jasmani Latupono,2024-10-31,525780
ID01348,Violet Widodo,2025-01-18,960841
ID01349,Nurul Wijayanti,2025-02-26,731255
ID01350,Cornelia Yuniar,2024-10-18,686106
ID01351,dr. Cengkal Uwais,2025-04-16,266639
ID01352,Kartika Nashiruddin,2024-05-27,39824
ID01353,Aurora Saptono,2024-08-12,135152
ID01354,Nadia Saptono,2024-03-04,811865
ID01355,Raihan Santoso,2024-08-27,300683
ID01356,Cut Eka Widiastuti,2024-12-18,527000
ID01357,Bakiadi Winarsih,2024-06-04,79966
ID01358,Yani Namaga,2024-12-24,637983
ID01359,Usyi Rahmawati,2024-07-25,791782
ID01360,Kadir Halim,2025-04-27,389332
ID01361,"drg. Yuliana Nurdiyanti, S.Farm",2024-05-19,619291
ID01362,Ir. Sakti Kusmawati,2024-09-13,513825
ID01363,R.A. Nabila Salahudin,2024-10-03,603047
ID01364,Harto Firmansyah,2024-09-09,467250
ID01365,Drs. Umay Maryati,2024-08-12,920526
ID01366,"Drs. Murti Safitri, S.E.I",2024-02-11,280439
ID01367,Wasis Hassanah,2024-11-02,668501
ID01368,Warta Marbun,2024-01-21,729231
ID01369,Respati Nababan,2025-03-31,509164
ID01370,Artanto Anggraini,2024-08-09,737968
ID01371,Mahmud Fujiati,2025-01-11,868029
ID01372,Ridwan Utami,2024-06-14,135392
ID01373,Rafid Riyanti,2024-11-05,401330
ID01374,Jamalia Hidayat,2024-05-08,547422
ID01375,Harsanto Puspita,2024-01-14,778561
ID01376,Puspa Simbolon,2024-02-16,613207
ID01377,"Tgk. Putri Haryanti, S.Ked",2024-04-27,28397
ID01378,"H. Leo Rahmawati, M.TI.",2024-12-11,896340
ID01379,"dr. Balidin Agustina, S.E.I",2025-03-04,282144
ID01380,Kasim Rahmawati,2025-03-16,180757
ID01381,Puti Cici Pratiwi,2024-10-21,619908
ID01382,"R. Panji Suwarno, M.Pd",2024-10-27,71352
ID01383,Laras Saptono,2024-01-11,163235
ID01384,Safina Laksita,2025-01-26,345209
ID01385,Ir. Nabila Firgantoro,2024-12-10,493439
ID01386,Enteng Waskita,2025-02-24,930982
ID01387,Lasmanto Sudiati,2024-05-17,736959
ID01388,"Marsito Wacana, S.Gz",2024-10-22,152079
ID01389,Julia Prakasa,2024-01-21,384745
ID01390,Panca Kusmawati,2025-01-25,181241
ID01391,Kasiyah Damanik,2025-01-22,65457
ID01392,Yuliana Sihombing,2024-03-30,295915
ID01393,Indah Lestari,2024-08-28,388707
ID01394,"Hj. Cinthia Pradana, S.E.I",2024-09-22,449892
ID01395,Uli Handayani,2024-11-29,677153
ID01396,"Tgk. Embuh Agustina, M.Ak",2024-08-14,966411
ID01397,"Bakidin Nainggolan, M.M.",2025-04-14,383276
ID01398,Vino Wasita,2024-05-22,61081
ID01399,"Nova Maryati, S.I.Kom",2024-04-02,313936
ID01400,"Cut Oliva Manullang, S.Pt",2024-10-26,315831
ID01401,Titin Mayasari,2024-08-11,565338
ID01402,Diana Novitasari,2024-11-21,679983
ID01403,Cut Ellis Nababan,2025-02-20,991799
ID01404,"R.A. Zalindra Hakim, S.H.",2024-09-08,90558
ID01405,Jaga Hardiansyah,2024-02-16,548828
ID01406,Tiara Napitupulu,2024-08-28,213229
ID01407,Kartika Hariyah,2024-06-27,813673
ID01408,dr. Makara Maheswara,2024-07-28,668537
ID01409,"Among Permadi, S.I.Kom",2024-06-19,202148
ID01410,Rina Hassanah,2024-06-13,811834
ID01411,Yosef Kusmawati,2024-12-09,109099
ID01412,Drs. Kamaria Situmorang,2024-02-23,637847
ID01413,Raihan Rajata,2025-03-15,799188
ID01414,"Yance Iswahyudi, S.Pd",2024-03-23,185254
ID01415,Harsana Hardiansyah,2024-06-17,580123
ID01416,Sabar Pertiwi,2024-07-29,348277
ID01417,"Sutan Sabri Prasetya, S.H.",2024-12-21,924822
ID01418,"Danang Santoso, S.Farm",2024-09-10,341570
ID01419,Dt. Saka Zulaika,2024-05-27,876985
ID01420,Jasmani Mustofa,2024-12-05,896041
ID01421,"Cawuk Rahimah, S.Ked",2025-04-28,728240
ID01422,Dono Sudiati,2024-07-24,848732
ID01423,"T. Narji Yuniar, S.T.",2025-02-20,325697
ID01424,Keisha Tampubolon,2025-01-24,294645
ID01425,Hafshah Pratama,2024-10-08,728739
ID01426,Ilsa Wastuti,2024-01-19,741871
ID01427,Drs. Hasta Padmasari,2024-08-20,731783
ID01428,Adiarja Melani,2024-02-15,390132
ID01429,"Saiful Wahyudin, M.Pd",2024-06-10,110488
ID01430,"Legawa Sudiati, S.Pd",2024-05-09,570380
ID01431,Silvia Kurniawan,2024-06-14,618222
ID01432,Bella Sirait,2024-02-29,378710
ID01433,Suci Simbolon,2025-01-30,873308
ID01434,"Tgk. Hana Yolanda, S.Pd",2024-07-25,160698
ID01435,Cakrawala Maryati,2025-03-18,23524
ID01436,"Sutan Uda Hakim, M.Ak",2024-09-20,153601
ID01437,Salimah Simanjuntak,2025-02-26,553341
ID01438,"Cahyono Dongoran, M.Kom.",2024-01-01,305087
ID01439,Hana Andriani,2024-12-02,401133
ID01440,Kayla Firgantoro,2025-03-21,826639
ID01441,Ir. Yulia Nainggolan,2024-10-04,518453
ID01442,Tari Prasetya,2024-08-24,442007
ID01443,"Kasusra Uyainah, M.Kom.",2024-07-30,366844
ID01444,"Gatot Mayasari, S.Pd",2024-01-28,975641
ID01445,"R. Zaenab Wahyuni, M.Pd",2024-04-06,965030
ID01446,Emil Kuswoyo,2024-09-22,180948
ID01447,Dian Rajata,2024-07-04,117392
ID01448,"Yani Purwanti, S.E.",2024-11-14,238459
ID01449,"Uda Sitorus, S.Pt",2025-01-22,172062
ID01450,Garang Prasetyo,2024-09-12,537835
ID01451,"Ina Andriani, S.Psi",2024-11-16,241854
ID01452,Hana Padmasari,2024-08-14,881968
ID01453,Malika Lazuardi,2025-01-24,207569
ID01454,Anastasia Usada,2024-01-27,843729
ID01455,Ir. Raina Hidayanto,2024-04-14,950632
ID01456,Febi Mardhiyah,2024-05-16,595792
ID01457,Taswir Zulaika,2024-10-08,653226
ID01458,Paris Salahudin,2024-03-08,733153
ID01459,Anastasia Maryadi,2025-04-19,881803
ID01460,Daliono Siregar,2024-05-27,561186
ID01461,Qori Haryanti,2024-08-12,897168
ID01462,Galih Najmudin,2025-03-26,567942
ID01463,"R. Jinawi Sitorus, S.E.",2024-12-23,757159
ID01464,Siska Hakim,2024-09-05,587883
ID01465,Jabal Saefullah,2024-03-03,746378
ID01466,Prabawa Narpati,2024-01-15,803045
ID01467,R. Nurul Irawan,2024-11-18,851566
ID01468,Luwes Fujiati,2024-11-07,129502
ID01469,"Ikhsan Waskita, S.Farm",2025-02-13,447619
ID01470,Kiandra Ardianto,2024-05-02,492860
ID01471,Kasusra Pangestu,2024-12-29,970528
ID01472,"Kasiyah Budiman, S.Psi",2024-03-22,90111
ID01473,"Dr. Dadap Budiyanto, S.Ked",2024-06-08,132227
ID01474,"Oskar Prayoga, S.H.",2024-10-09,868620
ID01475,"Jelita Saragih, S.E.I",2024-01-08,147606
ID01476,Harjo Mardhiyah,2024-10-09,978265
ID01477,Tgk. Eli Haryanto,2024-07-27,28223
ID01478,"Cut Ifa Siregar, M.M.",2024-02-17,512811
ID01479,"Putri Riyanti, M.TI.",2024-04-25,375124
ID01480,Maya Mansur,2025-03-06,336708
ID01481,Nurul Tamba,2025-04-12,734619
ID01482,"Sutan Catur Waskita, S.Ked",2024-02-28,390180
ID01483,Darmana Mustofa,2024-08-24,155766
ID01484,Oskar Damanik,2025-04-29,866727
ID01485,Drs. Ella Maheswara,2024-03-01,473405
ID01486,Tania Yulianti,2024-11-27,942945
ID01487,"Dt. Harimurti Uyainah, S.T.",2025-03-02,636680
ID01488,"Dr. Leo Hardiansyah, M.Ak",2024-03-19,558532
ID01489,Mitra Kurniawan,2024-09-12,810681
ID01490,"Raihan Damanik, S.Gz",2025-04-22,368660
ID01491,"Calista Agustina, M.M.",2025-01-01,190572
ID01492,Dewi Pudjiastuti,2024-05-29,754378
ID01493,Nabila Mangunsong,2024-09-17,329484
ID01494,Marsito Usamah,2024-12-27,40156
ID01495,Gada Andriani,2024-05-19,790623
ID01496,"Baktianto Wijayanti, M.TI.",2024-07-31,864142
ID01497,Sarah Sudiati,2025-03-03,134357
ID01498,"Dina Andriani, S.IP",2024-09-04,243159
ID01499,H. Lasmanto Lazuardi,2024-08-29,144966
ID01500,Calista Kurniawan,2024-05-04,908435
ID01501,Faizah Sudiati,2024-08-21,737967
ID01502,Prayogo Saptono,2024-10-09,159274
ID01503,"Drs. Farah Tamba, S.Farm",2024-03-15,731469
ID01504,Elisa Gunarto,2024-07-15,247580
ID01505,drg. Viktor Pranowo,2024-04-07,332361
ID01506,"Novi Sitompul, S.H.",2025-04-16,141432
ID01507,Adinata Winarsih,2024-11-02,230034
ID01508,Umaya Kusumo,2024-09-17,146543
ID01509,"Ir. Salsabila Lailasari, S.E.I",2025-01-17,92423
ID01510,Purwadi Melani,2025-03-26,455440
ID01511,Nyoman Januar,2024-03-10,734375
ID01512,Syahrini Pradipta,2025-03-18,810088
ID01513,Ida Saptono,2024-02-05,832114
ID01514,Alika Januar,2024-05-21,127149
ID01515,"R. Azalea Siregar, S.I.Kom",2025-01-30,91511
ID01516,"Ir. Galar Aryani, S.IP",2025-02-08,29719
ID01517,Soleh Gunawan,2025-03-13,822323
ID01518,Simon Mandala,2024-07-31,517778
ID01519,"Marsudi Narpati, S.Psi",2024-06-23,804122
ID01520,Maida Oktaviani,2025-04-23,462195
ID01521,Uchita Iswahyudi,2025-02-07,54582
ID01522,Yulia Siregar,2024-09-16,215888
ID01523,Balijan Wacana,2024-05-16,123054
ID01524,Mutia Saputra,2025-02-24,44385
ID01525,"drg. Shakila Kuswandari, S.Farm",2024-01-02,841578
ID01526,"Timbul Marbun, S.IP",2024-05-24,701838
ID01527,Mursinin Halim,2025-01-06,548421
ID01528,"R. Ciaobella Agustina, M.Farm",2024-06-01,631990
ID01529,Wani Purnawati,2025-03-04,72144
ID01530,"Ismail Najmudin, M.Ak",2024-10-27,501868
ID01531,Victoria Tamba,2024-10-23,134698
ID01532,Cut Zelda Mustofa,2024-12-03,962662
ID01533,Nova Kusumo,2024-09-07,275302
ID01534,Maida Gunawan,2025-03-19,55383
ID01535,Elon Yolanda,2024-03-17,79465
ID01536,Amalia Wastuti,2024-08-16,326298
ID01537,KH. Paiman Permata,2024-10-02,710015
ID01538,"Padmi Prasetyo, S.Psi",2024-09-04,20771
ID01539,Dr. Malik Safitri,2024-06-25,801203
ID01540,Ian Wijayanti,2024-06-19,111191
ID01541,"Hilda Laksmiwati, S.I.Kom",2024-10-09,830375
ID01542,"Murti Yuniar, S.Sos",2025-01-25,139806
ID01543,Salman Puspita,2024-10-05,974792
ID01544,Cut Ajeng Yuniar,2024-07-12,641024
ID01545,Johan Halimah,2024-08-21,225378
ID01546,"Dr. Eli Hutagalung, M.Kom.",2025-04-22,626146
ID01547,Halima Sitompul,2024-06-13,954950
ID01548,Alika Mayasari,2025-03-21,219740
ID01549,Kunthara Yuniar,2024-04-06,203757
ID01550,Latika Prakasa,2024-12-23,713175
ID01551,Jagaraga Handayani,2024-05-02,378609
ID01552,"Drs. Ikin Irawan, M.Kom.",2024-10-19,40680
ID01553,Iriana Lazuardi,2024-07-15,105189
ID01554,Uli Yolanda,2024-04-29,162627
ID01555,Baktiono Waskita,2025-03-14,896950
ID01556,Ani Puspita,2025-02-01,792445
ID01557,Dt. Rudi Iswahyudi,2024-07-29,997596
ID01558,"Drs. Yoga Safitri, S.Pd",2024-01-23,300849
ID01559,Dr. Danang Yolanda,2024-06-11,617913
ID01560,"Jaga Siregar, S.I.Kom",2025-01-16,374733
ID01561,"Cut Yuliana Prasetyo, M.M.",2024-08-30,379311
ID01562,Putri Safitri,2024-12-27,178356
ID01563,Dr. Tina Wahyuni,2025-04-12,906677
ID01564,Tina Hartati,2025-02-19,534953
ID01565,Bakti Wahyuni,2024-07-14,828730
ID01566,Ade Siregar,2024-07-16,773944
ID01567,Yance Usada,2024-12-05,652731
ID01568,"T. Kuncara Nurdiyanti, S.I.Kom",2025-02-09,263569
ID01569,"Cici Gunawan, S.E.",2025-02-24,539435
ID01570,Dina Wasita,2024-11-29,607935
ID01571,Dodo Suryatmi,2024-03-18,81656
ID01572,Dacin Lazuardi,2024-09-10,113919
ID01573,"drg. Gasti Haryanti, S.Kom",2024-01-19,869398
ID01574,"Jessica Kurniawan, S.Farm",2024-03-05,616217
ID01575,Wira Usada,2024-09-14,810319
ID01576,"Hj. Rini Maheswara, M.M.",2024-10-29,24663
ID01577,Sakura Rahmawati,2024-06-18,564527
ID01578,R.M. Yoga Mandasari,2025-03-21,237538
ID01579,Karta Hardiansyah,2024-02-21,760582
ID01580,dr. Salman Padmasari,2025-03-23,210852
ID01581,Oni Nugroho,2025-03-08,305548
ID01582,"Ratna Natsir, S.E.I",2024-08-13,190117
ID01583,Harsanto Wahyuni,2024-02-21,955459
ID01584,Ir. Janet Mayasari,2024-09-26,800645
ID01585,Lili Sudiati,2025-04-11,573217
ID01586,"Vanesa Prayoga, S.T.",2024-08-21,14539
ID01587,Jasmin Sihombing,2024-01-08,770583
ID01588,Yani Mansur,2025-01-04,113479
ID01589,Hendri Suartini,2024-03-14,979127
ID01590,"Ulva Mulyani, S.Pd",2024-07-28,234411
ID01591,"Drs. Zelda Sihotang, M.Pd",2025-03-21,975190
ID01592,"Darimin Pangestu, S.Kom",2024-12-01,538687
ID01593,Tgk. Silvia Situmorang,2024-03-20,902649
ID01594,"Cahyadi Yulianti, S.E.",2024-02-08,752136
ID01595,Dr. Marsito Uyainah,2024-08-28,507775
ID01596,Titin Latupono,2025-02-04,394264
ID01597,"Tgk. Kanda Kuswandari, M.Farm",2024-05-15,742045
ID01598,Hj. Titin Agustina,2024-06-22,628010
ID01599,"Pangeran Nasyidah, S.Pd",2024-11-15,204118
ID01600,"drg. Yani Budiman, M.TI.",2024-12-20,471023
ID01601,Ajiono Wibowo,2024-07-22,716242
ID01602,Asmadi Winarsih,2024-11-28,122537
ID01603,Daliono Santoso,2024-02-11,199633
ID01604,"KH. Caraka Suwarno, S.T.",2025-03-12,885290
ID01605,Salman Halim,2024-06-17,382058
ID01606,"Violet Sihombing, S.Kom",2025-03-12,408055
ID01607,"Dr. Anggabaya Tamba, M.M.",2024-12-11,454692
ID01608,Latif Wulandari,2025-03-15,234682
ID01609,"Putri Prasetyo, M.Pd",2024-09-30,549231
ID01610,Gilda Melani,2024-07-13,248607
ID01611,"KH. Raditya Suwarno, S.Gz",2024-06-11,437376
ID01612,Kayla Agustina,2024-11-16,128327
ID01613,"Ir. Galar Puspasari, S.Gz",2025-01-02,808395
ID01614,Paiman Ramadan,2025-03-30,339546
ID01615,Lukman Handayani,2025-01-23,139620
ID01616,"R.A. Siska Yuliarti, S.I.Kom",2024-09-06,498533
ID01617,"Drs. Kenes Suartini, S.Kom",2025-03-22,125674
ID01618,"H. Yoga Nababan, S.Pd",2024-10-04,554973
ID01619,Elma Zulaika,2024-01-19,152514
ID01620,Cengkir Natsir,2024-11-12,529900
ID01621,"Oliva Lazuardi, S.Sos",2024-02-05,809301
ID01622,Ikhsan Setiawan,2024-04-30,388798
ID01623,T. Cager Marpaung,2024-11-19,748963
ID01624,Tgk. Agnes Sitompul,2024-12-16,312274
ID01625,Titin Mangunsong,2025-04-16,594195
ID01626,Candra Sinaga,2024-05-27,767215
ID01627,Cut Vicky Utami,2024-04-26,52581
ID01628,Hj. Ilsa Lestari,2025-01-17,96243
ID01629,"Drs. Kunthara Tamba, S.Pt",2024-02-16,354053
ID01630,"H. Galiono Novitasari, S.H.",2024-08-10,527695
ID01631,Karma Hidayat,2024-02-20,131343
ID01632,"Dr. Capa Agustina, M.Pd",2025-01-24,413472
ID01633,dr. Bakiman Tampubolon,2024-11-20,307388
ID01634,Tasdik Prabowo,2024-12-26,489142
ID01635,"Gamblang Sitompul, S.I.Kom",2025-03-22,639554
ID01636,Gasti Safitri,2024-02-21,781934
ID01637,drg. Kanda Yulianti,2024-08-15,337162
ID01638,Balijan Winarsih,2024-03-26,730420
ID01639,Melinda Permadi,2024-12-21,891946
ID01640,"Luwes Oktaviani, S.H.",2024-06-02,475521
ID01641,Mahmud Sinaga,2025-04-07,246845
ID01642,Wulan Latupono,2024-01-15,590822
ID01643,Hamima Namaga,2024-01-24,437066
ID01644,"Intan Dongoran, M.TI.",2024-06-15,314704
ID01645,"dr. Oliva Melani, M.M.",2025-02-11,906915
ID01646,Aurora Sihombing,2024-01-29,458750
ID01647,"Dadi Sinaga, M.TI.",2024-05-30,207955
ID01648,Warta Kuswoyo,2024-07-02,908392
ID01649,Yahya Nasyiah,2024-07-10,82990
ID01650,Dt. Luis Haryanto,2024-08-08,948218
ID01651,Mumpuni Usamah,2024-03-15,891913
ID01652,"Sutan Saka Anggraini, S.IP",2024-05-05,851415
ID01653,Kawaya Fujiati,2024-09-28,508783
ID01654,"Rendy Hidayanto, S.E.I",2024-07-29,994698
ID01655,Jagaraga Sitompul,2024-10-16,722120
ID01656,Bakianto Hidayanto,2024-12-15,395290
ID01657,Cemani Ramadan,2025-02-09,198006
ID01658,R. Kamal Pradana,2024-04-02,23406
ID01659,Laila Wibisono,2024-03-28,716906
ID01660,Siti Waskita,2024-03-30,525530
ID01661,Iriana Budiyanto,2024-02-10,714743
ID01662,Samiah Lazuardi,2024-11-08,120280
ID01663,Dt. Maras Safitri,2025-03-21,425623
ID01664,Praba Padmasari,2024-07-14,469337
ID01665,Naradi Hidayanto,2024-11-13,558051
ID01666,Olivia Kurniawan,2024-12-15,700537
ID01667,Winda Sihombing,2024-05-03,719381
ID01668,Puti Intan Farida,2024-09-11,99135
ID01669,Lala Wijayanti,2025-04-12,135008
ID01670,Jasmani Manullang,2024-10-25,160331
ID01671,Sutan Cahya Wijaya,2024-03-14,423989
ID01672,"KH. Samsul Palastri, S.Pd",2024-04-28,430085
ID01673,"Cakrabirawa Salahudin, S.I.Kom",2024-08-24,738799
ID01674,Kadir Puspita,2024-11-22,629244
ID01675,Bancar Gunarto,2024-05-10,116663
ID01676,Kemal Riyanti,2024-08-23,787447
ID01677,Paulin Pudjiastuti,2024-05-10,980237
ID01678,Gaduh Pranowo,2024-12-07,945778
ID01679,"Ulya Situmorang, S.Kom",2024-01-05,186919
ID01680,Septi Mulyani,2025-04-05,77853
ID01681,Caraka Nashiruddin,2025-02-15,391377
ID01682,Latif Ramadan,2024-08-26,218757
ID01683,Balijan Najmudin,2025-04-06,365081
ID01684,"Raharja Purnawati, S.Gz",2024-05-27,219991
ID01685,"Drs. Malika Yuliarti, M.Pd",2024-12-12,633861
ID01686,Elvin Winarsih,2024-10-06,895029
ID01687,Dwi Januar,2024-03-21,433927
ID01688,Olga Prastuti,2024-02-07,138725
ID01689,Julia Tamba,2024-08-14,254181
ID01690,Mumpuni Yolanda,2025-04-28,888821
ID01691,Baktianto Suryono,2024-06-25,455334
ID01692,Puti Febi Simanjuntak,2024-10-27,770427
ID01693,Mila Sitompul,2024-06-02,533354
ID01694,Hj. Ina Padmasari,2024-11-23,302047
ID01695,Karya Purnawati,2024-08-05,811968
ID01696,Yani Sihotang,2024-12-19,758152
ID01697,Ella Ardianto,2024-05-08,813180
ID01698,Hilda Prasetya,2024-08-21,620185
ID01699,"Ulya Yuniar, S.Farm",2025-03-08,632487
ID01700,Zaenab Tarihoran,2024-06-03,296232
ID01701,Mustika Sitompul,2024-04-11,803041
ID01702,Malika Hassanah,2024-07-15,837843
ID01703,Vicky Samosir,2025-03-12,849892
ID01704,Puspa Kurniawan,2024-09-04,685105
ID01705,Mariadi Sudiati,2024-02-24,999043
ID01706,Saadat Setiawan,2024-05-01,429677
ID01707,"R. Paulin Napitupulu, S.T.",2024-07-14,383395
ID01708,"Sari Hutagalung, S.Pt",2024-10-19,508940
ID01709,Samsul Mayasari,2024-07-02,709061
ID01710,"Among Prastuti, M.Farm",2024-10-21,642464
ID01711,Vivi Rahayu,2024-05-31,434089
ID01712,Umaya Firgantoro,2024-12-24,518069
ID01713,T. Kenari Namaga,2024-05-31,546256
ID01714,Safina Maryadi,2024-01-12,302438
ID01715,Kania Prasetyo,2025-02-28,164532
ID01716,"Drs. Oskar Siregar, S.E.I",2024-12-03,815305
ID01717,Olivia Melani,2024-07-21,486719
ID01718,Hasta Utama,2024-05-20,123284
ID01719,Dt. Mujur Permadi,2024-01-05,138125
ID01720,"Ir. Silvia Marbun, M.TI.",2024-10-16,272867
ID01721,Ivan Manullang,2025-03-18,523111
ID01722,Karya Pratiwi,2024-12-17,531429
ID01723,"Teddy Maulana, M.Kom.",2025-02-02,252034
ID01724,Azalea Prasetya,2025-01-16,668894
ID01725,"drg. Daru Haryanto, S.T.",2024-01-26,998181
ID01726,Gina Gunarto,2025-04-11,151147
ID01727,"Danang Maryati, S.I.Kom",2024-11-06,41167
ID01728,Nadine Hasanah,2025-01-16,114441
ID01729,Arta Yulianti,2024-09-11,783637
ID01730,Ciaobella Nurdiyanti,2025-03-02,65419
ID01731,"Radit Saefullah, S.T.",2025-04-07,880645
ID01732,Drs. Qori Natsir,2025-04-07,81542
ID01733,Safina Waluyo,2024-05-26,532332
ID01734,Rini Yolanda,2025-02-01,721047
ID01735,"Puti Padma Ramadan, S.Sos",2025-02-13,38048
ID01736,Kariman Waskita,2024-04-27,197795
ID01737,Yuliana Situmorang,2024-11-06,411219
ID01738,Widya Laksmiwati,2025-02-14,643952
ID01739,Cut Olivia Mandala,2024-06-29,722197
ID01740,Eli Pradana,2024-04-22,352838
ID01741,Kamidin Yuniar,2024-11-21,170155
ID01742,Gabriella Maryadi,2024-04-07,327459
ID01743,Candrakanta Tarihoran,2024-11-13,662179
ID01744,Puti Salimah Pradana,2024-05-08,663506
ID01745,Yessi Sitompul,2024-12-13,111013
ID01746,"Calista Laksmiwati, M.Kom.",2025-01-21,807097
ID01747,Fathonah Rahayu,2025-01-04,90234
ID01748,Marsudi Zulkarnain,2025-01-27,703193
ID01749,Dimaz Gunawan,2024-12-03,798119
ID01750,Kemal Rahayu,2024-12-14,555205
ID01751,Cahyanto Usamah,2025-03-05,814857
ID01752,Dt. Tri Pertiwi,2024-03-11,526096
ID01753,Asman Marbun,2024-11-17,841239
ID01754,Elvina Maryati,2024-02-19,498659
ID01755,Rahayu Pratiwi,2025-04-07,221740
ID01756,"Ajiman Wijayanti, S.Pd",2024-11-17,317823
ID01757,Darijan Hassanah,2024-11-26,704255
ID01758,Dr. Novi Narpati,2024-01-21,532084
ID01759,Radika Zulkarnain,2024-06-07,524064
ID01760,R. Wulan Padmasari,2025-02-07,539315
ID01761,"R. Sarah Wahyuni, M.TI.",2024-08-13,284375
ID01762,Eli Siregar,2024-01-18,578787
ID01763,Rina Rahayu,2024-10-23,370307
ID01764,Dartono Waluyo,2024-07-05,858802
ID01765,Diah Kurniawan,2025-01-09,911431
ID01766,Damar Nurdiyanti,2024-03-08,576785
ID01767,"Drs. Silvia Andriani, S.E.I",2024-02-16,583172
ID01768,Puti Elma Kusmawati,2025-04-10,28528
ID01769,Ir. Ani Nasyidah,2024-05-31,811075
ID01770,KH. Banara Iswahyudi,2024-06-16,43133
ID01771,Sakura Mustofa,2025-01-17,461313
ID01772,Drs. Yunita Adriansyah,2024-07-31,932878
ID01773,"Ir. Martaka Astuti, M.TI.",2024-03-30,969383
ID01774,Kartika Gunawan,2024-04-12,134921
ID01775,"Paris Aryani, S.H.",2024-03-08,412265
ID01776,"drg. Paiman Wibowo, S.I.Kom",2025-02-06,481980
ID01777,Ir. Cinthia Anggraini,2024-10-03,339839
ID01778,Dodo Kuswandari,2025-03-24,904303
ID01779,"Sutan Upik Hutasoit, S.Pd",2024-07-06,404617
